id,source_wsi,dataset,i,j
a88bead7ca59,2,1,17408,20992
abe8e23f130b,2,1,22016,21504
ad4cabec2278,2,1,21504,22016
af9c61e40ff5,2,1,26624,22016
b2e28a0849fb,2,1,18432,21504
b5e5e2970afb,2,1,15872,20992
b72ce47d803b,2,1,25088,22528
b898dccf7911,2,1,29696,23040
b8db704134ac,2,1,28160,22528
b9026c35238c,2,1,15872,23040
bac19879fe37,2,1,26624,20992
bb7e7fae1cf4,2,1,24064,21504
bdf18b8fa3ed,2,1,20992,22016
be16177671b1,2,1,19968,23040
bfd82635f6f9,2,1,23552,23040
c504eae8c6bb,2,1,24064,20992
c66de2904503,2,1,24576,22528
c72da07dc0ee,2,1,15872,23552
c864a708f66a,2,1,20480,23040
c956a02b5d22,2,1,28672,22016
c9a0f19e04c5,2,1,16384,20992
ccb2255e294d,2,1,18432,23040
cd9a241fd4b6,2,1,28160,22016
d12b5c0f5c0e,2,1,28672,23040
d2378fe9bcbd,2,1,17408,23040
d35b6634f6e9,2,1,23040,21504
d3bab0895723,2,1,26112,22016
d5f4624c23bb,2,1,23552,23552
d74fdf0b9924,2,1,21504,20992
d953fe03e1d0,2,1,27136,21504
da774b6f9cd1,2,1,19456,22016
db8391d91d8d,2,1,17408,23552
dde26a95b52c,2,1,23040,23552
e0072029e135,2,1,18944,22016
e3c41ad419a2,2,1,26624,23552
e65fc78aa66a,2,1,20480,20992
e72ed3bd99b5,2,1,16896,23040
e7473674d813,2,1,27136,23040
e8ff12a57773,2,1,27648,22016
e93185008c33,2,1,20480,22016
ec963d44976f,2,1,25088,23552
edae2e5c9f10,2,1,28672,22528
f2a31831f412,2,1,22528,21504
f38f2f72a1b7,2,1,19968,23552
f73b7aca41d4,2,1,18944,20992
f86347534ec1,2,1,16896,20992
