id,source_wsi,dataset,i,j
60c150d85e6f,4,2,1536,22528
614e8e7ae8e8,4,2,11264,20992
620901cb76b3,4,2,12800,27136
62c75b6f6255,4,2,12288,20992
63d1b86bf926,4,2,10240,26624
644a28544730,4,2,8192,26112
6466ef31fe38,4,2,2048,23552
64bdfb888ab0,4,2,2560,9728
6909603ea7ab,4,2,2560,27136
6ab07cb986c7,4,2,7680,26112
6b52f8bd85ad,4,2,10752,24576
6dee2a7abf7b,4,2,4608,25600
6e5c3c4417ef,4,2,12288,24576
70c671e23e54,4,2,2560,23552
719d34ae85c4,4,2,9728,24576
719eabbda1cf,4,2,6144,24064
74a7eaee8279,4,2,9216,24576
7622056d3e90,4,2,5632,25088
7632e7605ef9,4,2,12288,25088
7692743740c8,4,2,3584,23552
771f8c972c6a,4,2,3072,27136
77f28cc0bb74,4,2,8704,25088
781a20760295,4,2,9216,24064
7a5c7224d687,4,2,10240,24576
7b2f18a40b4a,4,2,7680,24064
7baf01b7068e,4,2,9728,26112
7c0205439a44,4,2,11776,27136
7dfcc533850b,4,2,6144,25600
7ec06208a352,4,2,10752,27136
7f8b1dbe8485,4,2,11776,23552
8163758bbfe3,4,2,8192,20992
83dd35ad9daf,4,2,13312,24576
8471cf1e3e72,4,2,5632,27136
84d6716c6ea9,4,2,5120,22016
863874819e27,4,2,5632,25600
87f7cb743e92,4,2,6144,23552
89184912fef8,4,2,6656,24064
8a6122895816,4,2,4608,24064
8af8a44c73f9,4,2,4096,24064
8b7bc30b6173,4,2,3584,22528
8cb401cc36d6,4,2,9216,26112
8d17ab2e4ecb,4,2,3072,23040
8d6b0ed78fb9,4,2,12288,27136
8e467fa2a322,4,2,3072,24576
90e10df06c46,4,2,4096,23552
90ec5f6e822d,4,2,4608,23040
9120a510b71a,4,2,8704,20992
91b640a96931,4,2,1536,20992
93c7422d2878,4,2,7168,24576
954010aca957,4,2,3072,23552
96b92a29ecbe,4,2,11776,23040
989936714cf5,4,2,13312,23552
98a235b69354,4,2,11776,24576
9d3653466f61,4,2,3584,27136
9d417eed72a8,4,2,5120,23552
9e1b8de22598,4,2,3584,24576
a0316ec821f7,4,2,11776,26624
a08c589003dd,4,2,11264,22016
a32a65398ad7,4,2,9728,24064
a36b81bcf078,4,2,6144,23040
a4d34e292999,4,2,2560,25600
a58ccb739cdd,4,2,7168,23552
ad0363026f05,4,2,3584,23040
adf1327bba60,4,2,10752,21504
ae260805d9f9,4,2,12800,24064
af8982e66925,4,2,10240,24064
b063f7a3829b,4,2,8192,24576
b0fcbfe0fca4,4,2,10752,23552
b133a9ebd9c3,4,2,10752,22528
b2106c522f46,4,2,5120,21504
b3ee5e7bcf74,4,2,11264,26624
b6219a22e5e3,4,2,6656,22528
b680700d5e57,4,2,10240,25088
b68a2e3b48bd,4,2,2560,22528
b798a80f3da4,4,2,2048,22016
b7ab3f28e574,4,2,12800,25088
ba796d42add5,4,2,2560,26624
ba8d36715d6d,4,2,7680,24576
bac213291490,4,2,7168,22528
bb2d9688374a,4,2,11776,26112
bc395209b187,4,2,6656,27136
bc7b984d5230,4,2,9216,25600
be695f1c1f6d,4,2,3072,25600
bede7403023b,4,2,12800,22528
bee3838707f4,4,2,2048,21504
bf0798d1cbdb,4,2,5120,23040
bfb0250dabd4,4,2,11264,22528
c0073ae5f1f6,4,2,13312,27136
c07f9e30d860,4,2,12800,21504
c124e309f7cc,4,2,10752,20992
c1595cb65d3b,4,2,12288,26112
c1bb0a12845a,4,2,13312,22016
c32a82f01c6a,4,2,2048,26624
c35d853b0cd2,4,2,8192,22528
c3e1d10f1fc6,4,2,4096,25088
c54a545a9ced,4,2,4608,21504
c66ca73a66d8,4,2,6144,22528
c689a79e5663,4,2,3072,26112
c7e22a624fc5,4,2,8704,24576
c9a18f17a4d3,4,2,8192,25088
c9fca5b2635b,4,2,8192,25600
cae2e616161f,4,2,4608,24576
cbce5b55f5bb,4,2,5632,22016
cc5c2d5e980f,4,2,9728,25088
cdf0497344de,4,2,8192,22016
cea4c41873cd,4,2,6656,26624
cefc6af28f24,4,2,4096,21504
d0ba005fd935,4,2,5632,26624
d0bc02b11405,4,2,7680,23552
d0c516c02696,4,2,10240,23552
d0ddedbf71d8,4,2,4096,20992
d16eb475a112,4,2,12288,23552
d2dec3865693,4,2,8704,24064
d4a10d20a7d7,4,2,2048,20992
d5a7b4e0d161,4,2,5120,26112
da5cca9855f5,4,2,4096,7168
daf9beac4413,4,2,12800,24576
db83bccea592,4,2,5632,24064
dcc3cfed279c,4,2,10752,22016
dcd2a14a9980,4,2,7168,24064
dcdc443bdaf3,4,2,11264,23040
dd359ed041b4,4,2,7680,23040
dd4a8ba579c0,4,2,13312,25088
dd9c8c29b282,4,2,12800,23552
dee28705d563,4,2,4608,25088
defd2cb5fd9b,4,2,2048,24576
df2d25b6fcfb,4,2,2048,24064
df72f14dbc83,4,2,12288,24064
dfd19ff8017e,4,2,5632,20992
dfe24ec73350,4,2,3072,20992
e1610493df63,4,2,9728,26624
e17868b94f7e,4,2,10752,24064
e2c7fe192d5b,4,2,10752,25600
e39b2188eae9,4,2,10752,25088
e4321d033f15,4,2,2560,24064
e477bfef1e06,4,2,5120,22528
e52415e02d69,4,2,6144,27136
e61a8801555f,4,2,12800,26112
e6dc33ae1abe,4,2,10240,26112
e6e180a81f0e,4,2,11776,22016
e8758c97b189,4,2,4096,27136
eb3a771b321f,4,2,6656,26112
eb6b959be840,4,2,10240,27136
ec097810e8d8,4,2,10240,22528
ec453780235f,4,2,3072,21504
f027b0dfd2e9,4,2,12288,22016
f08458c9d007,4,2,8192,27136
f09c874f8ded,4,2,3072,22016
f17c0bbf7b72,4,2,11776,21504
f2b3606e1b5d,4,2,8192,26624
f34dfcdbd7c5,4,2,8192,24064
f3ad10bf1c9f,4,2,12800,25600
f5712dbd32e2,4,2,3072,25088
f64eb576e78d,4,2,8704,26112
f66cf535672b,4,2,6144,26112
f81fafbae0e6,4,2,11264,27136
f8ccdae187ba,4,2,4608,26112
fbcc007f3f36,4,2,12800,26624
fbd64e93f84d,4,2,12288,22528
fbe4539bc60f,4,2,2560,9216
fca17659d2c1,4,2,2048,22528
fd1a6972f9cd,4,2,4608,26624
fd569e285d3d,4,2,2048,23040
fe6130954eaa,4,2,5632,23040
ff434af74304,4,2,3072,22528
ff4897b3eda6,4,2,11776,20992
ff99cdef0f2a,4,2,5120,24064
