id,source_wsi,dataset,i,j
98b18c155ed1,2,2,20992,19492
98f9ea814477,2,2,20992,16932
9934681661bc,2,2,16384,15396
9a7bc8d347c4,2,2,26112,21504
9c19b3aabfdb,2,2,20480,18980
9ce355afb03d,2,2,19968,14372
9e8797fe1a0e,2,2,16896,18468
9f277dd2e945,2,2,15360,12836
a0807299bd53,2,2,23040,16932
a3e273001980,2,2,14336,12324
a418cbf4e695,2,2,22528,19492
a43242dec225,2,2,16896,11812
a4452ffa233b,2,2,17408,13348
a50a29bd69ef,2,2,22016,16420
a5f11406f0b1,2,2,23552,17444
a63fa35aa326,2,2,22016,14372
a68da5a9335d,2,2,18944,15396
a691fb1d53f0,2,2,15872,11812
a7307c527b85,2,2,21504,17444
a78ec28fe7b8,2,2,17408,12324
a9718ca44c8d,2,2,16896,14372
a9fa67774c7a,2,2,22528,20516
aa762ea74f0f,2,2,19456,18980
ab0b1f7b2b86,2,2,16384,13348
ab11b0e13446,2,2,17920,18980
add5a56b2f07,2,2,16896,12324
ae14caf08188,2,2,19968,17956
aec4e90274e1,2,2,18432,14372
aef16812206a,2,2,16384,20004
af23476af35e,2,2,25088,19492
affb456560a3,2,2,15360,15908
b0ec2900ed72,2,2,16896,14884
b137de0d8f5c,2,2,14336,11812
b1aef893fd53,2,2,18432,17956
b275b8536362,2,2,23552,20516
b3e1b3925d24,2,2,16896,15396
b78c3f072465,2,2,24576,17444
bbc880d2dc90,2,2,18944,18980
bc07350db50d,2,2,20992,14372
becaaec84ca6,2,2,22528,20004
bfffe3b3805d,2,2,22016,16932
c0158f97f48c,2,2,23040,18468
c3696e2cc92f,2,2,17920,14884
c58fdf94786d,2,2,25088,18468
c67213a7562c,2,2,16384,20516
c71a1602289a,2,2,19968,13348
c8a7b42da8df,2,2,19968,15908
c8ccde20bf4d,2,2,22016,15908
cc1b273b861d,2,2,21504,18468
cc5479b520b6,2,2,17920,15396
ccd1307ed76b,2,2,20480,18468
cfcbc3b1aa48,2,2,17408,20516
d030717228ae,2,2,17408,17444
d123fb3f0c03,2,2,16896,16932
d14a3f06a93d,2,2,14848,14372
d15371f61a24,2,2,15360,15396
d286201ebd88,2,2,21504,14372
d2e1817156f5,2,2,22528,16420
d2f339b5ffb4,2,2,18432,13860
d463ac727d6b,2,2,15872,14372
d5854c64aa9d,2,2,25600,20004
d62f578b24ce,2,2,15360,11812
d6b73b44e334,2,2,21504,17956
d71ee2e0b7b5,2,2,23040,15908
d811739e1ef2,2,2,19968,12836
d815bd3cf5cf,2,2,20992,15396
d8ce65cbe4b5,2,2,23552,18980
d92d04437a8c,2,2,22016,20004
dad151b200fe,2,2,18944,14884
dccfd5b60684,2,2,25088,18980
dd83f2d82305,2,2,19456,12324
de387954f3df,2,2,17408,16932
debf31b05ee8,2,2,18432,15396
def31ed25c53,2,2,24576,18980
dfd3053cb488,2,2,17408,14884
dfe0f68f1f43,2,2,26112,20516
e03b335d6734,2,2,22016,18468
e1ab6b163a1f,2,2,17408,17956
e2d18adbc90d,2,2,17920,13348
e3bd701c768d,2,2,14848,11812
e53db97f04b9,2,2,20992,13348
e54c95cfac22,2,2,16384,16420
e83d5ab2d9f5,2,2,20992,15908
e9794d9a5f53,2,2,19456,18468
eb52609dbace,2,2,23040,17956
ebd15075feab,2,2,15872,12324
ecdae8fdfd0e,2,2,17920,13860
ef7b43bcd2bf,2,2,17408,18468
f00ebb515a6e,2,2,22016,19492
f06228af4f28,2,2,15872,12836
f0cfdfc066fe,2,2,19456,16420
f265c69fc568,2,2,18432,16420
f35fa6a4081c,2,2,24064,20004
f3e4a8d4c296,2,2,16896,13348
f49c86636e15,2,2,18432,13348
f4d25e273134,2,2,16384,16932
f69c378f6f4f,2,2,17920,17444
f9e8ec6eeb43,2,2,19968,16932
fa207406c405,2,2,26624,21504
fa7c476fc50c,2,2,24576,19492
fb5faa60f9d0,2,2,15872,17444
fc6ebbb4c854,2,2,17920,14372
fd5d1ac0480c,2,2,19456,12836
fd5ea6efbb88,2,2,23040,16420
fdc723893ce2,2,2,18944,17956
fe0a630dce92,2,2,15872,15396
ff30f9fb86ac,2,2,19968,18980
