id,source_wsi,dataset,i,j
64964ca0d580,3,2,5120,16896
64c675e5750d,3,2,10240,3584
669cc99d41c1,3,2,10240,7680
67a098bcc9bf,3,2,15360,8704
67f8a3cac4c0,3,2,6144,16384
6970d83dee65,3,2,7168,10752
697bcd4929eb,3,2,6656,10752
699ce635ec4d,3,2,4096,16896
6a38f80ec136,3,2,6144,12800
6a576a079947,3,2,10752,5120
6b538126a8ed,3,2,8192,5120
6cadbd5ea8f3,3,2,7680,12800
6d2c14c1bd44,3,2,4096,13824
6d6eefb8eceb,3,2,9728,7680
6d81f8d6fb26,3,2,12288,3072
6da91879f30b,3,2,10240,8192
6e01967a7d6a,3,2,2048,10240
6e729f084d5b,3,2,6656,16896
6f77355f4181,3,2,7680,16384
6fcc6c7f91e3,3,2,10240,8704
6fe2f73f1bd8,3,2,4096,16384
71747eee6354,3,2,2048,13312
71bcc48dd837,3,2,3584,10240
72c650f761d3,3,2,7680,10752
72cdbbaeef56,3,2,10240,4608
744cb2f0574f,3,2,12288,6656
748b86c5cebc,3,2,12288,8704
74c1f7f6a166,3,2,15360,8192
74e6545e7553,3,2,7680,11776
7505b0ab7415,3,2,10752,4608
7560670dee2a,3,2,9728,6144
764b5512ab63,3,2,11776,8192
7699cd397b7f,3,2,12800,6656
76ccd3cb71f5,3,2,15360,6656
7731c6762560,3,2,12288,4096
7735d60f5fe3,3,2,4096,14336
78212f20cd97,3,2,8192,2560
78d41aae916c,3,2,13312,7680
795b7a37fc4e,3,2,10752,2560
79b61f3f4b43,3,2,12288,7168
7a64f88c2495,3,2,9216,5120
7c298a75da51,3,2,4096,15872
7c56aea50785,3,2,5632,13312
7cbf10b993b3,3,2,14848,5120
7db704f3e0f0,3,2,14848,7168
7debe11c0956,3,2,10752,3584
7f446ed19c5e,3,2,10240,2560
7f61489d23e1,3,2,4096,10752
7f74c3c6dcb7,3,2,7680,14336
800e6eb2c9a9,3,2,3072,15872
807952a15f7e,3,2,9216,6656
80f94b4ae058,3,2,13824,7168
811adee237eb,3,2,3072,12800
8268dda3e499,3,2,12288,4608
826983d713b5,3,2,5632,13824
82ebdf90c9a8,3,2,7168,11264
832a1cf1a44c,3,2,2048,15872
83a7f8ea3f09,3,2,8192,14336
850947818ce9,3,2,3072,16896
851a4c6b70ba,3,2,7680,7680
85affadde232,3,2,8192,10240
85fae4b2ca7c,3,2,8192,13824
86361aca5683,3,2,14336,5632
8780578e6bbb,3,2,7680,6656
885d35f6f2f3,3,2,10240,5120
89676f94fc96,3,2,9728,4608
89c406905e08,3,2,7168,13824
89f294d9b299,3,2,7168,3584
8a1e5ef00438,3,2,8704,5632
8b135754e695,3,2,3072,10752
8baf8bd94b2a,3,2,6656,10240
8d0a23c24ef6,3,2,6656,4608
8d9f7a1029fd,3,2,2048,16896
8eba5fdbf94d,3,2,7680,12288
8ebe362f6098,3,2,8704,16896
8ecbeea7cd27,3,2,3584,12800
8ecc51bb2c9c,3,2,12800,3072
8f0b2654e56c,3,2,11264,7168
8f988ab60343,3,2,5632,10240
8fa63480d054,3,2,9216,8192
902bace17e68,3,2,3072,15360
917eae619648,3,2,13824,4096
9233984c12bc,3,2,14336,6144
9281b29dcd42,3,2,3072,13312
93bab06a701e,3,2,9728,2560
94a3c72459be,3,2,8704,13312
94f26e581ec3,3,2,2560,10240
95b34d4e7cde,3,2,12800,5632
960fed572dd3,3,2,13312,5120
96edf6531f2d,3,2,14336,6656
96f1e0918df2,3,2,5120,15360
977159da60e3,3,2,11776,5120
9782ac95d840,3,2,7168,4096
993a5ac25b94,3,2,8704,14336
9a9d2d6bdbce,3,2,10240,6656
9b60f092dd52,3,2,4608,10240
9dfb5b38e36e,3,2,6144,15360
a12848a1b5f9,3,2,6656,12800
a1ad4db6a842,3,2,8192,15360
a25cbea8669c,3,2,10240,4096
a274c6c324e2,3,2,8704,5120
a27ffddbba42,3,2,8192,13312
a4c8e8f95bc2,3,2,2048,11264
a4ccac27ed46,3,2,12800,7680
a50f200ad02f,3,2,7168,5632
a681dde5b7de,3,2,8192,8192
a681e37e5ee5,3,2,10752,8704
a6d61b2f1699,3,2,5632,12288
a76c9a4f745c,3,2,6144,16896
a8479babffaa,3,2,5632,15360
a891b1ffc5a3,3,2,5120,10240
a8eaa112a1b6,3,2,11264,6656
a9f38bd2f427,3,2,14848,8704
aa7a3333fa55,3,2,4608,13824
aa9ee3d2ac2d,3,2,4096,10240
ab2d969797d8,3,2,7168,8704
ab454ea36b63,3,2,6656,14336
ab9b5d4d6059,3,2,12800,3584
ac34f9f13036,3,2,7168,6144
adaa3ee513d9,3,2,3072,11776
adc67bf6077e,3,2,11264,8192
af89200358de,3,2,8704,4608
b04db3efff0a,3,2,8704,15360
b1c9a2af1531,3,2,3584,14848
b2779e7c25cc,3,2,14848,8192
b30c1bc24eab,3,2,2048,15360
b44814b042fc,3,2,9728,5120
b4598f8d84f8,3,2,4608,12288
b4a7813b8e2b,3,2,14848,7680
b4a985fc75cd,3,2,3584,14336
b668f7c18ef6,3,2,5632,16384
b66b9bbbf167,3,2,8192,15872
b67951cda6f8,3,2,3584,16384
b6e0eb93d1d7,3,2,8192,4608
b728bb99e6c8,3,2,5120,14848
b77a62ff15ed,3,2,7680,2560
b798306ab780,3,2,4096,13312
b93077c899a8,3,2,8704,7680
b95327948c18,3,2,8704,3072
ba58c47f480c,3,2,10752,7680
bac629dabbe6,3,2,2048,13824
bac81a8f8291,3,2,9728,3584
bc15bd2adbbb,3,2,6656,2560
bcd16bd04b1c,3,2,6656,5120
bd636340ad4f,3,2,2560,12288
be0d76907fd8,3,2,8704,15872
bed42645b049,3,2,7680,5120
c062fbe6ba1b,3,2,4096,12288
c0bf4b3dd05e,3,2,6656,15872
c0c152a3f7bc,3,2,4608,15872
c2e7dae2437c,3,2,7168,6656
c36750e28613,3,2,4096,14848
c4174d33b750,3,2,10752,6656
c45d912806b0,3,2,8704,7168
c50e14816f9d,3,2,6656,3072
c57c3d98ec7d,3,2,6144,15872
c61b8e6f4c88,3,2,3584,13824
c701b51b6ece,3,2,8704,2560
c738789588f9,3,2,7680,13312
c78dc47a677d,3,2,13312,3072
c9aa10c8c5f4,3,2,4608,10752
c9b86706da8d,3,2,10752,5632
ca2df2a0dc8b,3,2,9216,3584
cb663f34ed9b,3,2,12288,5120
cb7350d7c713,3,2,2560,13824
cbe35ca4623b,3,2,7680,8704
cc59866d42be,3,2,6656,6656
cc8bdabbc3eb,3,2,6656,12288
cc8d5b6d4975,3,2,11776,7680
cd1e8e4f8921,3,2,9728,8192
cd35c37f47a3,3,2,8192,4096
cd9a596eebf1,3,2,8704,12800
cde801aaf517,3,2,11776,4608
cdfb7a1da40e,3,2,13824,5632
cf3a17203298,3,2,5632,14848
cf50015c533c,3,2,6656,4096
d024e02fa97c,3,2,2048,14848
d0badf7ec065,3,2,8704,12288
d0d0fda7789f,3,2,8192,12800
d0e4047a291e,3,2,11264,6144
d1286858fd92,3,2,10752,3072
d214cc1abfc5,3,2,7168,13312
d264f8462c81,3,2,13312,6144
d34a9780d222,3,2,13824,7680
d398c9691104,3,2,13824,4608
d3f83680f6d7,3,2,10240,3072
d3fa4f52eca5,3,2,11264,8704
d42603b67dad,3,2,13312,5632
d58a88fb6958,3,2,9728,5632
d70170048f3a,3,2,7680,15872
d70561fbf220,3,2,8192,6656
d71686c972e0,3,2,9216,4608
d82695d80caf,3,2,6656,13824
da054a47370e,3,2,14336,4096
da3180fa5201,3,2,2560,15872
db04612e2648,3,2,4608,13312
dbca0821ce3c,3,2,9216,2560
dc2ad2a52179,3,2,6144,14336
dc67aaaa45bf,3,2,13824,3072
dc6ef56300e8,3,2,9216,7680
dca0747a4dc7,3,2,13312,8704
dcb7174a5ac6,3,2,11776,5632
de3db38fefd0,3,2,11776,3584
ded0fdeaab79,3,2,12288,8192
dfc12d5f9aa6,3,2,7680,3584
e024bc3c9ad8,3,2,13312,3584
e202c2edad04,3,2,7168,14848
e2149f3ab975,3,2,3072,11264
e21c60b762c9,3,2,11776,6144
e27bfe79ed1b,3,2,6656,7168
e37d89a19566,3,2,7680,10240
e38a7cbaa52d,3,2,8192,7680
e56a225520aa,3,2,4608,12800
e5c9a1a4fe3a,3,2,11264,3584
e6d32a960166,3,2,7168,7680
e6d6daaf7bf9,3,2,12288,7680
e7161814d297,3,2,13312,4608
e716ad1b0301,3,2,14336,5120
e868c30b2af7,3,2,9216,7168
e9932ac01e0e,3,2,2560,16896
e99c14d23bb4,3,2,15360,7680
e9c9c5fb7aef,3,2,8704,10752
e9dc6b6c1048,3,2,11264,4096
eadc7dc8a3fc,3,2,5632,12800
eb9b9ee6043a,3,2,7680,4096
ebe2cbbc92e4,3,2,9728,3072
ec1667fb6eb8,3,2,3584,11776
ec72d34932a5,3,2,8704,6656
ece8da0779f2,3,2,3584,16896
ed23179ac692,3,2,7680,15360
ed7e3856c9f2,3,2,12800,4096
eea6c0c6130a,3,2,15360,5632
ef39b81a7917,3,2,8704,14848
f08e624dbf3f,3,2,11776,8704
f10aa6c569ec,3,2,9728,7168
f1599b2db68b,3,2,12800,7168
f4b0c5cb8593,3,2,7168,16896
f4e45b48ccf6,3,2,15360,7168
f4fc628c4249,3,2,7168,2560
f6113e4633cf,3,2,2560,14848
f64540767eee,3,2,7168,3072
f6cec0d06534,3,2,5120,12288
f6cfecc532a2,3,2,11264,7680
f7490ca2f56e,3,2,5120,13312
f79533b4d460,3,2,7168,7168
f7a77264f260,3,2,11264,5120
faa10f94f96b,3,2,7168,14336
faa3d92cfabf,3,2,4608,16896
fad13db4adfa,3,2,7680,7168
fc0e6e06e2a2,3,2,11776,7168
fc7f3e900a45,3,2,4096,11264
fcc9e5020998,3,2,8192,3584
fda1fea47bf0,3,2,8192,7168
fdd133458d88,3,2,3072,10240
fe24576185c4,3,2,15360,6144
ff66dec71c4c,3,2,5120,10752
ffd3d193c71e,3,2,7680,16896
